LINEID,ROUTEID,STOPPOINTID,PROGRNUMBER
185,185_54,4185,13
185,185_62,7295,13
185,185_52,4417,13
185,185_61,4167,13
185,185_55,4185,13
185,185_60,7295,13
185,185_58,7295,13
185,185_59,7295,13
185,185_63,7295,13
185,185_56,4199,14
185,185_50,4097,14
185,185_53,4097,14
185,185_54,4584,14
185,185_62,4199,14
185,185_52,4419,14
185,185_55,4584,14
185,185_60,4199,14
185,185_58,4199,14
185,185_59,4199,14
185,185_63,4199,14
185,185_56,4131,15
185,185_50,4103,15
185,185_53,4103,15
185,185_54,4186,15
185,185_62,4416,15
185,185_52,4420,15
185,185_55,4186,15
185,185_60,4416,15
185,185_58,4131,15
185,185_59,4416,15
185,185_63,4131,15
185,185_56,7294,16
185,185_50,4104,16
185,185_53,4104,16
185,185_54,4187,16
185,185_60,4417,16
185,185_55,4187,16
185,185_58,7294,16
185,185_56,4156,17
185,185_50,4105,17
185,185_53,4105,17
185,185_54,4188,17
185,185_55,4188,17
185,185_60,4419,17
185,185_58,4156,17
185,185_56,4167,18
185,185_50,4106,18
185,185_53,4106,18
185,185_54,4189,18
185,185_55,4189,18
185,185_60,4420,18
185,185_58,4167,18
185,185_50,6139,19
185,185_53,6139,19
185,185_54,4190,19
185,185_55,4190,19
185,185_60,4421,19
185,185_50,4108,20
185,185_53,4108,20
185,185_54,4097,20
185,185_55,4097,20
185,185_60,2113,20
185,185_54,4103,21
185,185_60,4131,21
185,185_55,4103,21
185,185_54,4104,22
185,185_62,7294,22
185,185_55,4104,22
185,185_60,7294,22
185,185_59,7294,22
185,185_54,4105,23
185,185_62,4156,23
185,185_55,4105,23
185,185_60,4156,23
185,185_59,4156,23
185,185_54,4106,24
185,185_62,4167,24
185,185_60,4167,24
185,185_55,4106,24
185,185_59,4167,24
185,185_54,6139,25
185,185_55,6139,25
185,185_54,4108,26
185,185_55,4108,26
220,220_10,4686,1
220,220_12,1828,1
220,220_15,1828,1
220,220_14,4686,1
220,220_10,4687,2
220,220_12,1829,2
220,220_15,1829,2
220,220_14,4687,2
220,220_10,102,3
220,220_12,1830,3
220,220_15,1830,3
220,220_14,102,3
220,220_10,6239,4
220,220_12,1831,4
220,220_15,1831,4
220,220_14,6239,4
220,220_10,104,5
220,220_12,4464,5
220,220_15,4464,5
220,220_14,104,5
220,220_10,6241,6
220,220_12,1869,6
220,220_15,1869,6
220,220_14,6241,6
220,220_10,105,7
220,220_12,1870,7
220,220_15,1870,7
220,220_14,105,7
220,220_10,4365,8
220,220_12,1871,8
220,220_15,1871,8
220,220_14,4365,8
220,220_10,4367,9
220,220_12,1872,9
220,220_15,1872,9
220,220_14,4367,9
220,220_10,4788,10
220,220_12,1873,10
220,220_15,1873,10
220,220_14,4788,10
220,220_10,6273,11
220,220_12,1874,11
220,220_15,1874,11
220,220_14,6273,11
220,220_10,136,12
220,220_12,1875,12
220,220_15,1875,12
220,220_14,136,12
220,220_10,137,13
220,220_12,1876,13
220,220_15,1876,13
220,220_14,137,13
220,220_10,193,14
220,220_12,1877,14
220,220_15,1877,14
220,220_14,193,14
220,220_10,979,15
220,220_12,1878,15
220,220_15,1878,15
220,220_14,979,15
220,220_10,1529,16
220,220_12,1879,16
220,220_15,1879,16
220,220_14,1529,16
220,220_10,1530,17
220,220_12,1880,17
220,220_15,1880,17
220,220_14,1530,17
220,220_10,1531,18
220,220_12,1881,18
220,220_15,1881,18
220,220_14,1531,18
220,220_10,1532,19
220,220_12,4493,19
220,220_15,7379,19
220,220_14,1532,19
220,220_10,1592,20
220,220_12,4362,20
220,220_15,4903,20
220,220_14,1592,20
220,220_10,1593,21
220,220_12,4747,21
220,220_15,1883,21
220,220_14,1593,21
220,220_10,1594,22
220,220_12,2960,22
220,220_15,1884,22
220,220_14,1594,22
220,220_10,1596,23
220,220_12,1545,23
220,220_15,1902,23
220,220_14,1596,23
220,220_10,4363,24
220,220_12,1840,24
220,220_15,1903,24
220,220_14,4363,24
220,220_10,1598,25
220,220_12,1841,25
220,220_15,1904,25
220,220_14,1598,25
220,220_10,1597,26
220,220_12,1842,26
220,220_15,1840,26
220,220_14,1597,26
220,220_10,1599,27
220,220_12,7298,27
220,220_15,1841,27
220,220_14,1599,27
220,220_10,1600,28
220,220_12,2294,28
220,220_15,1842,28
220,220_14,1600,28
220,220_10,1601,29
220,220_12,6039,29
220,220_15,7298,29
220,220_14,1601,29
220,220_10,1602,30
220,220_12,1816,30
220,220_15,2294,30
220,220_14,1602,30
220,220_10,1603,31
220,220_12,1817,31
220,220_15,6039,31
220,220_14,1603,31
220,220_10,1604,32
220,220_12,1818,32
220,220_15,1816,32
220,220_14,1604,32
220,220_10,1573,33
220,220_12,1819,33
220,220_15,1817,33
220,220_14,1573,33
220,220_10,1574,34
220,220_12,1820,34
220,220_14,1574,34
220,220_10,1575,35
220,220_12,2468,35
220,220_15,1819,35
220,220_14,1575,35
220,220_10,4583,36
220,220_12,7319,36
220,220_15,2468,36
220,220_14,4583,36
220,220_10,1576,37
220,220_12,7342,37
220,220_15,7319,37
220,220_14,1576,37
220,220_10,1577,38
220,220_12,7125,38
220,220_15,7342,38
220,220_14,1577,38
220,220_10,1578,39
220,220_12,7344,39
220,220_15,7125,39
220,220_14,1578,39
220,220_10,4364,40
220,220_12,2510,40
220,220_15,7344,40
220,220_14,4364,40
220,220_10,1580,41
220,220_12,7242,41
220,220_15,2510,41
220,220_14,1580,41
220,220_10,7237,42
220,220_12,7238,42
220,220_15,7242,42
220,220_14,7237,42
220,220_10,7241,43
220,220_12,7224,43
220,220_15,7238,43
220,220_14,7241,43
220,220_10,7247,44
220,220_12,1581,44
220,220_15,7224,44
220,220_14,7247,44
220,220_10,7243,45
220,220_12,4793,45
220,220_15,1581,45
220,220_14,7243,45
220,220_10,7126,46
220,220_12,6068,46
220,220_15,4793,46
220,220_14,7126,46
220,220_10,7124,47
220,220_12,1584,47
220,220_15,6068,47
220,220_14,7124,47
220,220_10,7343,48
220,220_12,1585,48
220,220_15,1584,48
220,220_14,7343,48
220,220_10,7318,49
220,220_12,1586,49
220,220_15,1585,49
220,220_14,7318,49
220,220_10,4980,50
220,220_12,1600,50
220,220_15,1586,50
220,220_10,2289,51
220,220_12,1601,51
220,220_15,1600,51
220,220_14,2289,51
220,220_10,1835,52
220,220_12,1602,52
220,220_15,1601,52
220,220_14,1835,52
220,220_10,1836,53
220,220_12,1603,53
220,220_14,1836,53
220,220_10,1837,54
220,220_12,1604,54
220,220_15,1603,54
220,220_14,1837,54
220,220_10,2338,55
220,220_12,1587,55
220,220_15,1604,55
220,220_14,2338,55
220,220_10,2290,56
220,220_12,4539,56
220,220_15,1587,56
220,220_14,2290,56
220,220_10,6179,57
220,220_12,1606,57
220,220_15,4539,57
220,220_14,6179,57
220,220_12,1607,58
220,220_15,1606,58
220,220_10,7297,59
220,220_12,1608,59
220,220_15,1607,59
220,220_14,7297,59
220,220_10,1813,60
220,220_12,1609,60
220,220_15,1608,60
220,220_14,1813,60
220,220_10,1814,61
220,220_12,1610,61
220,220_15,1609,61
220,220_14,1814,61
220,220_10,661,62
220,220_12,7471,62
220,220_15,1610,62
220,220_14,1852,62
220,220_10,7026,63
220,220_12,1512,63
220,220_15,7471,63
220,220_14,1853,63
220,220_10,1882,64
220,220_12,1538,64
220,220_15,1512,64
220,220_14,1854,64
220,220_10,1856,65
220,220_12,1513,65
220,220_15,1538,65
220,220_14,1844,65
220,220_10,1857,66
220,220_12,4592,66
220,220_15,1513,66
220,220_14,6172,66
220,220_10,1858,67
220,220_12,4375,67
220,220_15,4592,67
220,220_14,1856,67
220,220_10,1859,68
220,220_12,4366,68
220,220_15,4375,68
220,220_14,1857,68
220,220_10,1860,69
220,220_12,4479,69
220,220_15,4366,69
220,220_14,1858,69
220,220_10,4492,70
220,220_12,4376,70
220,220_15,4479,70
220,220_14,1859,70
220,220_10,1861,71
220,220_12,4377,71
220,220_15,4376,71
220,220_14,1860,71
220,220_10,1862,72
220,220_12,4890,72
220,220_15,4377,72
220,220_14,4492,72
220,220_10,1863,73
220,220_12,4369,73
220,220_15,4890,73
220,220_14,1861,73
220,220_10,1864,74
220,220_12,4368,74
220,220_15,4369,74
220,220_14,1862,74
220,220_10,1865,75
220,220_12,4781,75
220,220_15,4368,75
220,220_14,1863,75
220,220_10,1866,76
220,220_12,107,76
220,220_15,4781,76
220,220_14,1864,76
220,220_10,1850,77
220,220_12,7092,77
220,220_15,107,77
220,220_14,1865,77
220,220_10,1867,78
220,220_12,110,78
220,220_15,7092,78
220,220_14,1866,78
220,220_10,4489,79
220,220_12,124,79
220,220_15,110,79
220,220_14,1850,79
220,220_10,4323,80
220,220_12,4686,80
220,220_15,124,80
220,220_14,1867,80
220,220_10,1824,81
220,220_15,4686,81
220,220_14,4489,81
220,220_10,1825,82
220,220_14,4323,82
220,220_10,1826,83
220,220_14,1824,83
220,220_10,1827,84
220,220_14,1825,84
220,220_14,1826,85
220,220_14,1827,86
236,236_9,4747,1
236,236_10,4745,1
236,236_9,2960,2
236,236_10,4989,2
236,236_9,1545,3
236,236_10,4990,3
236,236_9,1816,4
236,236_10,4991,4
236,236_9,6171,5
236,236_10,4992,5
236,236_9,4974,6
236,236_10,4986,6
236,236_9,4976,7
236,236_10,7107,7
236,236_9,7126,8
236,236_10,7102,8
236,236_9,7124,9
236,236_10,7103,9
236,236_9,7343,10
236,236_10,7104,10
236,236_9,7575,11
236,236_10,7105,11
236,236_9,4978,12
236,236_10,7106,12
236,236_9,4979,13
236,236_10,5071,13
236,236_9,4986,14
236,236_10,5072,14
236,236_9,7107,15
236,236_10,4321,15
236,236_9,7102,16
236,236_10,7570,16
236,236_9,7103,17
236,236_10,7342,17
236,236_9,7104,18
236,236_10,7125,18
236,236_9,7105,19
236,236_10,7344,19
236,236_9,7106,20
236,236_10,7334,20
236,236_9,7381,21
236,236_10,6274,21
236,236_9,4742,22
236,236_10,1838,22
236,236_9,4743,23
236,236_10,2338,23
236,236_9,4744,24
236,236_10,661,24
236,236_9,4745,25
236,236_10,7026,25
238,238_15,1828,1
238,238_11,7073,1
238,238_12,7073,1
238,238_15,1829,2
238,238_11,7097,2
238,238_12,7097,2
238,238_15,1830,3
238,238_11,7098,3
238,238_12,7098,3
238,238_15,1831,4
238,238_11,7099,4
238,238_12,7099,4
238,238_15,4747,5
238,238_11,7100,5
238,238_12,7100,5
238,238_15,2960,6
238,238_11,7101,6
238,238_12,7101,6
238,238_15,1545,7
238,238_11,7505,7
238,238_12,7505,7
238,238_15,1816,8
238,238_11,5071,8
238,238_12,5071,8
238,238_15,1817,9
238,238_11,5072,9
238,238_12,5072,9
238,238_15,1818,10
238,238_11,4980,10
238,238_12,4980,10
238,238_15,1819,11
238,238_11,2289,11
238,238_12,2289,11
238,238_15,1820,12
238,238_11,1835,12
238,238_12,1835,12
238,238_15,2468,13
238,238_11,1836,13
238,238_12,1836,13
238,238_15,4978,14
238,238_11,1837,14
238,238_12,1837,14
238,238_15,4979,15
238,238_11,2338,15
238,238_12,2338,15
238,238_15,4986,16
238,238_11,661,16
238,238_12,661,16
238,238_15,7107,17
238,238_11,7026,17
238,238_12,7026,17
238,238_15,7102,18
238,238_11,4323,18
238,238_15,7103,19
238,238_11,1824,19
238,238_15,7104,20
238,238_11,1825,20
238,238_15,7105,21
238,238_11,1826,21
238,238_15,7106,22
238,238_11,1827,22
238,238_15,6005,23
238,238_15,1546,24
238,238_15,7072,25
239,239_28,4795,1
239,239_26,7026,1
239,239_26,1882,2
239,239_28,4715,2
239,239_28,4688,3
239,239_26,7379,3
239,239_28,4689,4
239,239_26,4903,4
239,239_28,4410,5
239,239_26,1883,5
239,239_28,2678,6
239,239_26,1884,6
239,239_28,4630,7
239,239_26,7155,7
239,239_28,4631,8
239,239_26,1887,8
239,239_28,5138,9
239,239_26,1888,9
239,239_28,4611,10
239,239_26,1889,10
239,239_28,4612,11
239,239_26,1890,11
239,239_28,4613,12
239,239_26,4820,12
239,239_28,3370,13
239,239_26,6126,13
239,239_28,7168,14
239,239_26,2226,14
239,239_28,4616,15
239,239_26,6134,15
239,239_28,2227,16
239,239_26,2223,16
239,239_28,2229,17
239,239_26,2224,17
239,239_28,6133,18
239,239_26,2225,18
239,239_28,2228,19
239,239_26,4620,19
239,239_28,6127,20
239,239_26,7563,20
239,239_28,4826,21
239,239_26,3368,21
239,239_28,1912,22
239,239_26,4626,22
239,239_28,1895,23
239,239_26,4627,23
239,239_28,1896,24
239,239_26,4327,24
239,239_28,1897,25
239,239_26,4603,25
239,239_28,1844,26
239,239_26,4604,26
239,239_28,6073,27
239,239_26,2681,27
239,239_28,4493,28
239,239_26,4691,28
239,239_28,4362,29
239,239_26,2682,29
239,239_28,7026,30
239,239_26,4690,30
239,239_26,4411,31
239,239_26,4715,32
239,239_26,4795,33
25,25_272,7391,1
25,25_269,3890,1
25,25_269,3891,2
25,25_272,493,2
25,25_269,3949,3
25,25_272,494,3
25,25_269,3950,4
25,25_272,495,4
25,25_269,2229,5
25,25_272,400,5
25,25_269,2230,6
25,25_272,7588,6
25,25_269,2231,7
25,25_272,7392,7
25,25_269,2233,8
25,25_272,312,8
25,25_269,2232,9
25,25_272,1444,9
25,25_269,2234,10
25,25_272,1445,10
25,25_269,2235,11
25,25_272,7078,11
25,25_272,1449,12
25,25_269,2236,12
25,25_269,2237,13
25,25_272,1450,13
25,25_269,2238,14
25,25_272,1451,14
25,25_269,5056,15
25,25_272,2191,15
25,25_269,2239,16
25,25_272,2192,16
25,25_269,2241,17
25,25_272,2193,17
25,25_269,2242,18
25,25_272,2194,18
25,25_269,2243,19
25,25_272,2195,19
25,25_269,2244,20
25,25_272,2196,20
25,25_269,2245,21
25,25_272,2197,21
25,25_269,2246,22
25,25_272,2198,22
25,25_269,2247,23
25,25_272,2200,23
25,25_272,2201,24
25,25_269,2248,24
25,25_269,2249,25
25,25_272,7239,25
25,25_269,2250,26
25,25_272,4401,26
25,25_269,2251,27
25,25_272,2213,27
25,25_269,1472,28
25,25_272,2214,28
25,25_269,4408,29
25,25_272,2215,29
25,25_269,1473,30
25,25_272,2216,30
25,25_269,1474,31
25,25_272,4599,31
25,25_269,1476,32
25,25_272,2217,32
25,25_269,7453,33
25,25_272,2218,33
25,25_269,1478,34
25,25_272,2219,34
25,25_269,1479,35
25,25_272,2220,35
25,25_269,315,36
25,25_272,2221,36
25,25_272,2223,37
25,25_269,406,38
25,25_272,2224,38
25,25_269,4530,39
25,25_272,3886,39
25,25_269,748,40
25,25_272,3887,40
25,25_269,7390,41
25,25_272,3888,41
25,25_272,3890,42
25A,25A_273,7391,1
25A,25A_270,4620,1
25A,25A_273,493,2
25A,25A_270,7563,2
25A,25A_273,494,3
25A,25A_270,3368,3
25A,25A_273,495,4
25A,25A_270,4626,4
25A,25A_273,400,5
25A,25A_270,4627,5
25A,25A_273,7588,6
25A,25A_270,4624,6
25A,25A_273,7392,7
25A,25A_270,4625,7
25A,25A_273,312,8
25A,25A_270,4628,8
25A,25A_273,1444,9
25A,25A_270,4623,9
25A,25A_273,1445,10
25A,25A_270,4619,10
25A,25A_273,4407,11
25A,25A_270,4561,11
25A,25A_273,2637,12
25A,25A_270,4629,12
25A,25A_273,2721,13
25A,25A_270,4630,13
25A,25A_273,7012,14
25A,25A_270,4631,14
25A,25A_270,4632,15
25A,25A_273,2201,16
25A,25A_270,5164,16
25A,25A_273,7239,17
25A,25A_270,4633,17
25A,25A_273,4401,18
25A,25A_270,2234,18
25A,25A_273,2213,19
25A,25A_270,2235,19
25A,25A_273,2214,20
25A,25A_270,2236,20
25A,25A_273,2215,21
25A,25A_270,2237,21
25A,25A_273,2216,22
25A,25A_270,2238,22
25A,25A_273,4599,23
25A,25A_270,5056,23
25A,25A_273,4601,24
25A,25A_270,2239,24
25A,25A_273,5058,25
25A,25A_270,2241,25
25A,25A_273,4602,26
25A,25A_270,2242,26
25A,25A_273,4603,27
25A,25A_273,4604,28
25A,25A_270,7435,28
25A,25A_273,4605,29
25A,25A_270,2722,29
25A,25A_273,4562,30
25A,25A_270,4413,30
25A,25A_273,7386,31
25A,25A_270,1476,31
25A,25A_273,4607,32
25A,25A_270,7453,32
25A,25A_273,4608,33
25A,25A_270,1478,33
25A,25A_273,4609,34
25A,25A_270,1479,34
25A,25A_273,4610,35
25A,25A_270,315,35
25A,25A_273,4611,36
25A,25A_270,347,36
25A,25A_273,4612,37
25A,25A_270,406,37
25A,25A_273,4613,38
25A,25A_270,4530,38
25A,25A_273,3370,39
25A,25A_270,748,39
25A,25A_273,7168,40
25A,25A_270,7390,40
25A,25A_273,4616,41
25B,25B_271,6290,1
25B,25B_274,7391,1
25B,25B_276,4619,1
25B,25B_274,493,2
25B,25B_271,7120,2
25B,25B_276,4561,2
25B,25B_271,7119,3
25B,25B_274,494,3
25B,25B_276,4629,3
25B,25B_271,7127,4
25B,25B_274,495,4
25B,25B_276,4630,4
25B,25B_271,7143,5
25B,25B_274,400,5
25B,25B_276,4631,5
25B,25B_271,3368,6
25B,25B_274,7588,6
25B,25B_276,4632,6
25B,25B_271,7137,7
25B,25B_274,7392,7
25B,25B_276,5164,7
25B,25B_271,7139,8
25B,25B_274,312,8
25B,25B_276,4633,8
25B,25B_271,4623,9
25B,25B_274,1444,9
25B,25B_276,2234,9
25B,25B_271,4619,10
25B,25B_274,1445,10
25B,25B_276,2235,10
25B,25B_271,4561,11
25B,25B_274,4407,11
25B,25B_276,2236,11
25B,25B_271,4629,12
25B,25B_274,2637,12
25B,25B_276,2237,12
25B,25B_271,4630,13
25B,25B_274,2721,13
25B,25B_276,2238,13
25B,25B_271,4631,14
25B,25B_274,7012,14
25B,25B_276,5056,14
25B,25B_271,4632,15
25B,25B_274,2201,15
25B,25B_276,2239,15
25B,25B_271,5164,16
25B,25B_274,7239,16
25B,25B_276,2241,16
25B,25B_271,4633,17
25B,25B_274,4401,17
25B,25B_276,2242,17
25B,25B_271,2234,18
25B,25B_274,2213,18
25B,25B_271,2235,19
25B,25B_274,2214,19
25B,25B_276,7435,19
25B,25B_271,2236,20
25B,25B_274,2215,20
25B,25B_276,2722,20
25B,25B_271,2237,21
25B,25B_274,2216,21
25B,25B_276,4413,21
25B,25B_271,2238,22
25B,25B_274,4599,22
25B,25B_276,1476,22
25B,25B_271,5056,23
25B,25B_274,4601,23
25B,25B_276,7453,23
25B,25B_271,2239,24
25B,25B_274,5058,24
25B,25B_276,1478,24
25B,25B_271,2241,25
25B,25B_274,4602,25
25B,25B_276,1479,25
25B,25B_271,2242,26
25B,25B_274,4603,26
25B,25B_276,315,26
25B,25B_274,4604,27
25B,25B_271,7435,28
25B,25B_274,4605,28
25B,25B_276,406,28
25B,25B_274,4562,29
25B,25B_271,2722,29
25B,25B_276,4530,29
25B,25B_271,4413,30
25B,25B_274,7386,30
25B,25B_276,748,30
25B,25B_271,1476,31
25B,25B_274,4607,31
25B,25B_276,7390,31
25B,25B_271,7453,32
25B,25B_274,7140,32
25B,25B_271,1478,33
25B,25B_274,7141,33
25B,25B_271,1479,34
25B,25B_274,7138,34
25B,25B_271,315,35
25B,25B_274,3370,35
25B,25B_274,7231,36
25B,25B_271,406,37
25B,25B_274,7128,37
25B,25B_271,4530,38
25B,25B_274,7117,38
25B,25B_271,748,39
25B,25B_274,7118,39
25B,25B_271,7390,40
25B,25B_274,6289,40
25D,25D_275,6290,1
25D,25D_277,7391,1
25D,25D_275,7120,2
25D,25D_277,493,2
25D,25D_275,7119,3
25D,25D_277,494,3
25D,25D_275,7127,4
25D,25D_277,495,4
25D,25D_275,7143,5
25D,25D_277,400,5
25D,25D_275,7168,6
25D,25D_277,7588,6
25D,25D_275,4616,7
25D,25D_277,7392,7
25D,25D_275,2227,8
25D,25D_277,312,8
25D,25D_275,7049,9
25D,25D_277,1444,9
25D,25D_277,1445,10
25D,25D_275,2236,11
25D,25D_277,4407,11
25D,25D_275,2237,12
25D,25D_277,2637,12
25D,25D_275,2238,13
25D,25D_277,2721,13
25D,25D_275,5056,14
25D,25D_277,7012,14
25D,25D_275,2239,15
25D,25D_275,2241,16
25D,25D_277,2201,16
25D,25D_275,2242,17
25D,25D_277,7239,17
25D,25D_277,4401,18
25D,25D_275,7435,19
25D,25D_277,2213,19
25D,25D_275,2722,20
25D,25D_277,2214,20
25D,25D_275,4413,21
25D,25D_277,2215,21
25D,25D_275,1476,22
25D,25D_277,2216,22
25D,25D_275,7453,23
25D,25D_277,4599,23
25D,25D_275,1478,24
25D,25D_277,7184,24
25D,25D_275,1479,25
25D,25D_277,2225,25
25D,25D_275,315,26
25D,25D_277,4620,26
25D,25D_275,347,27
25D,25D_277,7563,27
25D,25D_275,406,28
25D,25D_277,7231,28
25D,25D_275,4530,29
25D,25D_277,7128,29
25D,25D_275,748,30
25D,25D_277,7117,30
25D,25D_275,7390,31
25D,25D_277,7118,31
25D,25D_277,6289,32
25X,25X_5,3890,1
25X,25X_7,4953,1
25X,25X_5,3891,2
25X,25X_7,768,2
25X,25X_9,3891,2
25X,25X_5,3949,3
25X,25X_7,769,3
25X,25X_9,7187,3
25X,25X_5,3950,4
25X,25X_7,770,4
25X,25X_9,4001,4
25X,25X_5,3372,5
25X,25X_7,771,5
25X,25X_9,3949,5
25X,25X_5,3373,6
25X,25X_7,772,6
25X,25X_9,3950,6
25X,25X_5,3374,7
25X,25X_7,773,7
25X,25X_9,3372,7
25X,25X_5,2233,8
25X,25X_7,774,8
25X,25X_9,3373,8
25X,25X_5,2232,9
25X,25X_7,775,9
25X,25X_5,2234,10
25X,25X_7,776,10
25X,25X_9,2233,10
25X,25X_5,2235,11
25X,25X_7,777,11
25X,25X_9,2232,11
25X,25X_5,2239,12
25X,25X_7,779,12
25X,25X_9,2234,12
25X,25X_5,2241,13
25X,25X_7,780,13
25X,25X_9,2235,13
25X,25X_5,2242,14
25X,25X_7,781,14
25X,25X_9,2239,14
25X,25X_5,7435,15
25X,25X_7,782,15
25X,25X_9,2241,15
25X,25X_5,2722,16
25X,25X_7,783,16
25X,25X_9,2242,16
25X,25X_5,4413,17
25X,25X_7,784,17
25X,25X_9,7435,17
25X,25X_5,1476,18
25X,25X_7,785,18
25X,25X_5,7453,19
25X,25X_7,786,19
25X,25X_9,4413,19
25X,25X_5,1478,20
25X,25X_7,791,20
25X,25X_9,1476,20
25X,25X_5,1479,21
25X,25X_7,7576,21
25X,25X_9,7453,21
25X,25X_5,315,22
25X,25X_9,1478,22
25X,25X_5,336,23
25X,25X_7,7585,23
25X,25X_9,1479,23
25X,25X_5,406,24
25X,25X_7,7587,24
25X,25X_9,315,24
25X,25X_5,747,25
25X,25X_7,345,25
25X,25X_9,336,25
25X,25X_5,748,26
25X,25X_7,318,26
25X,25X_9,406,26
25X,25X_5,749,27
25X,25X_7,312,27
25X,25X_9,747,27
25X,25X_5,750,28
25X,25X_7,1444,28
25X,25X_9,748,28
25X,25X_5,751,29
25X,25X_7,1445,29
25X,25X_9,749,29
25X,25X_5,752,30
25X,25X_7,4407,30
25X,25X_5,753,31
25X,25X_7,2637,31
25X,25X_9,751,31
25X,25X_5,754,32
25X,25X_7,2721,32
25X,25X_9,752,32
25X,25X_5,755,33
25X,25X_7,7012,33
25X,25X_9,753,33
25X,25X_5,756,34
25X,25X_7,2201,34
25X,25X_9,754,34
25X,25X_5,757,35
25X,25X_7,4401,35
25X,25X_9,755,35
25X,25X_5,758,36
25X,25X_7,2213,36
25X,25X_9,756,36
25X,25X_5,759,37
25X,25X_7,2214,37
25X,25X_9,757,37
25X,25X_5,760,38
25X,25X_7,2215,38
25X,25X_9,758,38
25X,25X_5,761,39
25X,25X_7,2216,39
25X,25X_9,759,39
25X,25X_5,762,40
25X,25X_7,4599,40
25X,25X_9,760,40
25X,25X_5,763,41
25X,25X_7,2217,41
25X,25X_5,4953,42
25X,25X_7,2218,42
25X,25X_9,762,42
25X,25X_7,2219,43
25X,25X_9,763,43
25X,25X_7,3365,44
25X,25X_9,4953,44
25X,25X_7,3366,45
25X,25X_7,3367,46
25X,25X_7,3886,47
25X,25X_7,3888,48
25X,25X_7,3890,49
26,26_24,7391,1
26,26_26,2210,1
26,26_24,493,2
26,26_26,2211,2
26,26_24,494,3
26,26_26,2241,3
26,26_24,495,4
26,26_26,2242,4
26,26_24,400,5
26,26_26,2243,5
26,26_24,346,6
26,26_26,2244,6
26,26_24,317,7
26,26_26,2245,7
26,26_24,312,8
26,26_26,2246,8
26,26_24,1444,9
26,26_26,2247,9
26,26_24,1445,10
26,26_26,2248,10
26,26_24,7078,11
26,26_26,2249,11
26,26_24,1449,12
26,26_26,2250,12
26,26_24,1450,13
26,26_26,2251,13
26,26_24,1451,14
26,26_26,1472,14
26,26_24,2191,15
26,26_26,4408,15
26,26_24,2192,16
26,26_26,1473,16
26,26_24,2193,17
26,26_26,1474,17
26,26_24,2194,18
26,26_26,1476,18
26,26_24,2195,19
26,26_26,7453,19
26,26_24,2196,20
26,26_26,1478,20
26,26_24,2197,21
26,26_26,1479,21
26,26_24,2198,22
26,26_26,315,22
26,26_24,2200,23
26,26_24,2201,24
26,26_26,406,24
26,26_24,7239,25
26,26_26,2810,25
26,26_24,4401,26
26,26_26,7387,26
26,26_24,2202,27
26,26_24,2203,28
26,26_24,2210,29
27,27_19,4595,1
27,27_17,2353,1
27,27_9,2353,1
27,27_20,4595,1
27,27_18,298,1
27,27_12,395,1
27,27_19,4596,2
27,27_17,4643,2
27,27_9,4643,2
27,27_20,4596,2
27,27_18,496,2
27,27_12,396,2
27,27_19,4563,3
27,27_17,4644,3
27,27_9,4644,3
27,27_20,4563,3
27,27_18,7490,3
27,27_12,397,3
27,27_19,1218,4
27,27_17,4645,4
27,27_9,4645,4
27,27_20,1218,4
27,27_18,497,4
27,27_12,398,4
27,27_19,1258,5
27,27_17,4440,5
27,27_9,4440,5
27,27_20,1258,5
27,27_18,515,5
27,27_12,399,5
27,27_19,1259,6
27,27_17,2628,6
27,27_9,2628,6
27,27_20,1259,6
27,27_18,516,6
27,27_12,400,6
27,27_19,1260,7
27,27_17,2629,7
27,27_9,2629,7
27,27_20,1260,7
27,27_18,4384,7
27,27_12,4522,7
27,27_19,6130,8
27,27_17,6095,8
27,27_9,6095,8
27,27_20,1262,8
27,27_18,519,8
27,27_12,1934,8
27,27_19,1262,9
27,27_17,7062,9
27,27_9,7062,9
27,27_20,4692,9
27,27_18,521,9
27,27_12,2310,9
27,27_19,4692,10
27,27_17,6075,10
27,27_9,6075,10
27,27_20,1245,10
27,27_18,522,10
27,27_12,2311,10
27,27_19,1245,11
27,27_17,2631,11
27,27_9,2631,11
27,27_20,4693,11
27,27_18,7659,11
27,27_12,2312,11
27,27_19,4693,12
27,27_17,2359,12
27,27_9,2359,12
27,27_20,1254,12
27,27_18,523,12
27,27_12,2313,12
27,27_19,1254,13
27,27_17,2360,13
27,27_9,2360,13
27,27_20,1255,13
27,27_18,669,13
27,27_12,2314,13
27,27_19,1255,14
27,27_17,4348,14
27,27_9,4348,14
27,27_20,1256,14
27,27_18,670,14
27,27_12,2315,14
27,27_19,1256,15
27,27_17,4646,15
27,27_9,4646,15
27,27_20,4694,15
27,27_18,671,15
27,27_12,2094,15
27,27_19,4694,16
27,27_17,4647,16
27,27_9,4647,16
27,27_20,1249,16
27,27_18,672,16
27,27_12,1406,16
27,27_19,1249,17
27,27_17,2346,17
27,27_9,2346,17
27,27_20,1247,17
27,27_18,4382,17
27,27_12,1407,17
27,27_19,1247,18
27,27_17,4435,18
27,27_9,4435,18
27,27_20,1248,18
27,27_18,1196,18
27,27_12,1409,18
27,27_19,1248,19
27,27_17,2632,19
27,27_9,2632,19
27,27_20,1273,19
27,27_18,1197,19
27,27_12,2095,19
27,27_19,1273,20
27,27_17,2633,20
27,27_9,2633,20
