stop_id,short_stop_id,stop_name,stop_lat,stop_lon
8250DB003140,3140,"Shankill, Dublin Road",53.22974308,-6.12426927
8220DB006026,6026,"Parkwest, Barnville Walk",53.33559198,-6.379542983
8220DB006027,6027,"Parkwest, Railway Bridge",53.33455462,-6.378606297
8220DB006024,6024,"Parkwest, Barnville Green",53.33737273,-6.378964904
8220DB006025,6025,"Parkwest, Barnville Walk",53.33591865,-6.379110148
8240DB003751,3751,"Swords, Carnegie Court",53.46089301,-6.21864426
8240DB003750,3750,"Swords, Balheary Park",53.46849494,-6.213098961
8220DB006028,6028,"Parkwest, Railway Bridge",53.33459565,-6.378980131
8220DB006029,6029,"Parkwest, Park West Avenue",53.33250825,-6.374855126
8240DB003755,3755,"Turvey, Drimnagh Road(Turvey Road)",53.49428296,-6.195254224
8240DB003757,3757,"Turvey, Lusk Road (Balleally Lane)",53.50441454,-6.188265721
8240DB003756,3756,"Turvey, Newhaggard Bridge",53.5024831,-6.191890798
8220DB000800,800,"Cabra East, Grangegorman Hospital",53.35806515,-6.284610429
8240DB001829,1829,"Mulhuddart, Parslickstown Avenue",53.40619883,-6.395345602
8240DB001828,1828,"Mulhuddart, Roundabout Damastown Avenue",53.4070255,-6.398006837
8220DB007399,7399,The 3Arena (Point Depot),53.34836911,-6.22695976
8220DB007398,7398,"Docklands, Convention Centre",53.34749942,-6.239853363
8220DB007397,7397,"Docklands, Guild Street Jurys Hotel",53.34769403,-6.243300061
8220DB007396,7396,"Ashtown, Compass Court",53.37610894,-6.32161149
8240DB001827,1827,"Mulhuddart, FAS Centre Roundabout",53.40704194,-6.398562738
8240DB001826,1826,"Mulhuddart, Parslickstown Avenue",53.40590772,-6.395085827
8220DB007392,7392,"Temple Bar, Aston Quay",53.34646042,-6.260939259
8220DB007391,7391,Merrion Square South,53.33909075,-6.249916017
8220DB007390,7390,Merrion Square South,53.33951302,-6.251130168
8220DB004594,4594,"Balgriffin, Clare Hall Estate (Templeview Avenue)",53.39924468,-6.163531944
8230DB007201,7201,"Nangor, Bawnogue Road, Lockview Road",53.32810146,-6.411354784
8240DB004574,4574,"Carpenterstown, Burnell Park Avenue",53.37045314,-6.387943192
8240DB004575,4575,"Carpenterstown, Shopping Centre",53.37266441,-6.388626159
8220DB000959,959,"Donaghmede, Kilbarrack Road",53.39101847,-6.166908376
8220DB000772,772,"Donnybrook, Donnybrook Bus Garage",53.31848526,-6.231321064
8220DB000893,893,"Rathmines, Cowper Road",53.31607252,-6.25915818
8220DB002101,2101,"Walkinstown, Crumlin Childrens Hospital",53.32493745,-6.318231362
8230DB004549,4549,"Clondalkin, Woodford Hill",53.32125662,-6.377594419
8220DB002103,2103,"Walkinstown, Shopping Centre",53.3220827,-6.329992417
8220DB002102,2102,"Drimnagh, Drimnagh Rd, Balfe Rd",53.32419485,-6.326141902
8220DB002105,2105,"Drimnagh, Long Mile Road",53.32365258,-6.337497078
8220DB006042,6042,"Rathmines, Church Avenue",53.32014811,-6.264981579
8250DB003015,3015,"Clonskeagh, Larchfield Road",53.29846863,-6.23375372
8220DB001194,1194,"Beaumont (Dublin City), Collins Avenue",53.37752621,-6.225117282
8230DB004545,4545,"Nangor, Business Park",53.3192831,-6.43437767
8230DB004010,4010,"Saggart, Fairway View",53.23284423,-6.456318401
8250DB003014,3014,"Clonskeagh, Harlech Downs Estate",53.30014894,-6.233114227
8220DB000856,856,"Milltown (Dublin City), Clonskeagh Road (Eglington Road)",53.31765511,-6.24082668
8220DB004592,4592,Jamestown Road (Seamus Ennis Road),53.38968607,-6.298494559
8220DB000896,896,"Rathgar, Palmerston Park",53.31337215,-6.261354247
8250DB002016,2016,"Deansgrange, Stillorgan Road (Newtownpark Ave)",53.27820873,-6.184067149
8250DB003018,3018,"Goatstown, Drummartin Terrace",53.29202026,-6.228649435
8220DB000776,776,"Donnybrook, Morehampton Road",53.32547924,-6.241735821
8220DB000777,777,"Donnybrook, Morehampton Road",53.32697216,-6.243626144
8240DB001912,1912,"Clonsilla, Clonsilla Road",53.38366981,-6.42054614
8230DB002616,2616,"Tallaght, Old Bawn Estate (Watergate Estate)",53.28464121,-6.360639339
8220DB000771,771,"Donnybrook, Teresian School",53.31588007,-6.227781522
8220DB002813,2813,"Ranelagh, Ranelagh Road",53.32871177,-6.258673582
8220DB002812,2812,"Dublin City South, Mercer Charlotte House",53.33192755,-6.262236257
8220DB002811,2811,"Dublin City South, Upr Merrion Street (Opp. Natural History Museum)",53.3393595,-6.252307819
8220DB002810,2810,Merrion Square West,53.34079491,-6.250897489
8220DB002817,2817,"Milltown, Alexandra College",53.31115237,-6.247862555
8220DB000956,956,"Kilbarrack, Naomh Barrog GAA Club",53.3898318,-6.152901146
8220DB002815,2815,"Milltown (Dublin City), Little Grove",53.315851,-6.245268593
8220DB002814,2814,"Ranelagh, Ranelagh Road (Charleston Road)",53.32603377,-6.255629952
8230DB002678,2678,"Ronanstown, Rowlagh Estate",53.34350401,-6.407102633
8220DB000773,773,"Donnybrook, Donnybrook Road",53.31991635,-6.233273319
8230DB002461,2461,"Greenhills, Saint James's Road (St.Conleth's Rd)",53.31274537,-6.332653189
8230DB002460,2460,"Greenhills, St.James's Rd (St.Brenda's Crescent)",53.31218897,-6.336576909
8250DB001052,1052,"Nutgrove, Barton Road East",53.28762914,-6.256985007
8220DB002497,2497,"Kimmage, Sundrive Road",53.32032995,-6.291903584
8220DB002496,2496,"Kimmage, Sundrive Road",53.32201245,-6.293907947
8220DB002495,2495,"Kimmage, Stannaway Road",53.32121991,-6.296941782
8220DB002494,2494,"Crumlin, Clonfert Road",53.31969667,-6.300424844
8220DB002493,2493,"Crumlin, Captain's Road (Captain's Avenue)",53.31833048,-6.308644599
8220DB002492,2492,"Crumlin, Stannaway Court",53.31630636,-6.307884119
8220DB002491,2491,"Crumlin, Captain's Road (Captain's Avenue)",53.31802766,-6.308206277
8220DB002490,2490,"Crumlin, Captain's Road",53.31954654,-6.309467113
8220DB001265,1265,"Darndale, Buttercup Estate",53.39822153,-6.190705381
8220DB001955,1955,"Bluebell (Dublin City), Carriglea Industrial Estate",53.32794571,-6.337915663
8220DB002499,2499,Jury's Inn Custom House Quay,53.34812783,-6.24712751
8220DB002498,2498,IFSC Custom House Quays,53.34824354,-6.250111878
8220DB002655,2655,"Ballyfermot, Ballyfermot Parade",53.34213816,-6.352847576
8220DB002654,2654,"Ballyfermot, Kylemore Road (Ballyfermot Road)",53.34129873,-6.348689907
8220DB002657,2657,"Ballyfermot, Le Fanu Park",53.34131706,-6.361754866
8220DB002656,2656,"Ballyfermot, Ballyfermot Road (Le Fanu Road)",53.34262349,-6.358716107
8220DB002650,2650,"Ballyfermot, Landen Road",53.33776556,-6.346679023
8220DB002653,2653,"Ballyfermot, Ballyfermot Crescent",53.34023477,-6.348445685
8220DB002652,2652,Kylemore Road (Kylemore Avenue),53.33889045,-6.348077155
8220DB002659,2659,"Parkwest, Raheen Park",53.33702124,-6.360477948
8220DB002658,2658,"Ballyfermot, Oranmore Road",53.33916244,-6.361281823
8220DB001742,1742,"Clontarf, Saint Lawrence Road",53.36212579,-6.216426585
8220DB001291,1291,"Harolds Cross, Le Vere Terrace",53.32844661,-6.276310441
8220DB001740,1740,"Marino, Clontarf Road (at DART Station)",53.36414162,-6.226845787
8220DB002259,2259,"East Wall, Church Road",53.35353813,-6.236720191
8220DB002258,2258,"East Wall, Saint Joseph's Church",53.35465375,-6.238011177
8250DB007290,7290,"Stepaside, Belarmine Avenue",53.26028563,-6.220997369
8220DB001741,1741,Clontarf Road Junction Strandville Avenu,53.3631169,-6.220802823
8220DB002251,2251,"Islandbridge, Islandbridge Park Gate",53.34813204,-6.310979792
8220DB002250,2250,"Islandbridge, Salmon Pool",53.34743859,-6.31533304
8230DB002673,2673,"Palmerstown, Cherry Orchard Industrial Estate",53.34377941,-6.37289456
8220DB002255,2255,"North Strand, Annesley Bridge",53.3602301,-6.23826189
8230DB005164,5164,"Lucan, Ballyowen Road (near junction Castle Road)",53.35037673,-6.423114197
8220DB002257,2257,"East Wall, West Road",53.35638242,-6.238210284
8220DB002256,2256,"East Wall, Portside Court",53.35834894,-6.235650152
8240DB007505,7505,"Tyrrelstown, Bealing Boulevard",53.41757908,-6.386130949
8240DB003705,3705,"Rathingle, Rathingle Road (Brookdale Drive)",53.45281307,-6.24415882
8220DB007469,7469,Mount Prospect Ave Junction Clontarf Rd,53.3677762,-6.17402285
8220DB001296,1296,"Rathgar, Mount Tallant Avenue",53.31556275,-6.281647623
8220DB001297,1297,"Terenure, Terenure Road North",53.31240961,-6.282389614
8230DB007141,7141,"Lucan, Griffeen Valley Park",53.33968977,-6.440868516
8230DB007140,7140,"Adamstown, Rosberry Avenue",53.33923077,-6.437386277
8230DB007143,7143,"Adamstown, Lock Road",53.33934709,-6.453210076
8230DB007142,7142,"Adamstown (South Dublin), Outer Ring Road",53.33987302,-6.428802913
8250DB001307,1307,"Nutgrove, Stone Park Orchard",53.29420288,-6.277629658
8250DB001306,1306,"Willbrook, Nutgrove Avenue",53.29465798,-6.279891619
8250DB001309,1309,"Nutgrove, Nutgrove Avenue (Loreto Avenue)",53.29247223,-6.271698875
8250DB001308,1308,"Nutgrove, Hockey Club",53.2936472,-6.275251785
8240DB007189,7189,"Swords, Swords Business Park",53.46085526,-6.210106534
8230DB004960,4960,"Citywest, Corrigmore Estate",53.28505059,-6.421621287
8350DB004246,4246,"Greystones, Glenbrook Park",53.12497761,-6.073366698
8350DB004248,4248,"Delgany, Kilcoole Road (Charlesland Estate)",53.12189411,-6.072787409
8230DB006095,6095,"Tallaght, Drumcairn Estate",53.2867624,-6.396330294
8220DB004499,4499,"Cabra East, Cabra Road",53.36156851,-6.283222595
8230DB001965,1965,Woodford Walk (Woodford Grove),53.32386831,-6.37929675
8220DB005140,5140,"Docklands, Connolly Car Park",53.35112439,-6.245532421
8220DB001350,1350,"Kelly's Corner, Saint Kevin's Church",53.33256109,-6.267480812
8220DB001353,1353,"Dublin City South, Camden Street",53.33600953,-6.265418938
8220DB001352,1352,"Dublin City South, Upper Camden Street",53.33444543,-6.265407334
8220DB001355,1355,"Dublin City South, Whitefriars Street Church",53.34009624,-6.265838755
8220DB001354,1354,"Dublin City South, Aungier Street",53.33904809,-6.266076515
8220DB001357,1357,"Dublin City South, Exchequer Street",53.34256789,-6.26459703
8220DB005147,5147,"Cabra, Marian College",53.37259939,-6.306044077
8220DB001359,1359,College Green,53.34439941,-6.26136859
8220DB001358,1358,"Temple Bar, Central Bank",53.34430471,-6.262889389
8220DB001260,1260,"Darndale, Priorswood Road",53.4001778,-6.198818683
8240DB003746,3746,"Donabate, Newbridge House",53.48202384,-6.178114922
8220DB004516,4516,"Kilmainham, Saint James's Hospital",53.33995008,-6.296871235
8230DB004884,4884,"Firhouse, Parklands Avenue",53.27562844,-6.342600452
8350DB004060,4060,"County Wicklow, Kilteel Road",53.19742692,-6.506744236
8350DB004061,4061,"County Wicklow, Hempstone Garage",53.20196549,-6.500988083
8350DB004062,4062,"Kilbride (Carlow), Hempstown",53.20341771,-6.498542291
8350DB004063,4063,"Kilbride (Carlow), Golden Hill",53.20587185,-6.495013325
8350DB004064,4064,"Tinode (Wicklow), Blessington Road",53.20671484,-6.493441812
8240DB007691,7691,"Donabate, Turvey Avenue",53.48571518,-6.149279567
8240DB007692,7692,"Waterside (Dublin), Malahide Road",53.45080989,-6.18767252
8350DB004067,4067,"Kilbride (Carlow), Arduan",53.21987918,-6.470621826
8240DB006055,6055,"Malahide, Waterside Estate",53.45291455,-6.197867332
8240DB006054,6054,Malahide Road (Pavilions),53.45423681,-6.21589621
8230DB004886,4886,"Knocklyon, Saint Colmcille's Way",53.27685935,-6.329686742
8240DB006051,6051,"Portmarnock, Sports and Leisure Centre",53.43475688,-6.137993811
8240DB006050,6050,"Donabate, Drogheda Road (Hearse Road)",53.48105429,-6.202520975
8240DB006053,6053,"Portmarnock, Malahide Golf Club",53.43411912,-6.143214369
8240DB006052,6052,"Portmarnock, Portmarnock Sports Centre",53.43483256,-6.137659369
8350DB007263,7263,"Valleymount, School",53.10653246,-6.524920385
8350DB007262,7262,"Valleymount, O'Connors Pub",53.10598626,-6.525088432
8350DB007261,7261,"Valleymount, Bridge car park",53.11665931,-6.538541884
8350DB007260,7260,"Valleymount, Bridge car park",53.1164919,-6.538084449
8350DB007266,7266,"Valleymount, Valleymount Road #1",53.09586811,-6.513727833
8350DB007265,7265,"Valleymount, Valleymount Road R758 #1",53.09666453,-6.525004134
8350DB007264,7264,"Valleymount, Valleymount Road R758 #1",53.09630368,-6.524897021
8350DB007268,7268,"County Wicklow, Village",53.10616201,-6.498885362
8220DB000536,536,"Raheny, Raheny Village",53.38042376,-6.173511727
8220DB000537,537,"Raheny, Avondale Park",53.3799012,-6.168152635
8220DB000534,534,"Raheny, Garda Retirement Home",53.37865533,-6.181899871
8220DB000535,535,"Raheny, Raheny Shopping Centre",53.38023173,-6.177413264
8220DB000532,532,"Raheny, Howth Road (Brookwood Avenue)",53.37571862,-6.193899072
8220DB000533,533,"Raheny, Howth Road (Ennafort Park Estate)",53.37758328,-6.18705614
8220DB000530,530,"Killester, Howth Road (Castle Ave)",53.37122453,-6.20402333
8220DB000531,531,"Killester, Howth Road (Furry Park Road)",53.37321702,-6.201444579
8220DB001262,1262,"Darndale, Fairfield Estate",53.40200423,-6.204907816
8240DB003744,3744,"Donabate, Outside Train Station",53.48526851,-6.151197749
8220DB000538,538,"Raheny, Howth Road (Maywood Road)",53.38013806,-6.164264183
8220DB000539,539,"Raheny, Howth Road (The Old Sheiling)",53.38067366,-6.159355642
8220DB002636,2636,"Leonard's Corner, Long Lane",53.33658044,-6.273174332
8220DB001759,1759,"Dollymount, Clontarf Road (near Mount Prospect Ave)",53.36600022,-6.174264108
8220DB001758,1758,"Dollymount, Baymount Park",53.36812968,-6.175390292
8220DB001755,1755,"Dollymount, Seapark Apartments",53.36642998,-6.187124075
8220DB001754,1754,"Dollymount, Dollymount Avenue",53.36411566,-6.176809034
8220DB001757,1757,"Raheny, Park Lawn",53.36862964,-6.182236728
8220DB001756,1756,"Dollymount, Mount Prospect Ave (Dollymount Ave)",53.36720991,-6.182853199
8220DB001751,1751,"Dollymount, Conquer Hill Road",53.35981271,-6.185812379
8220DB001750,1750,"Raheny, Thornhill Lane",53.3688677,-6.177808329
8220DB001753,1753,"Dollymount, Dollymount Park",53.36211862,-6.179644016
8220DB001752,1752,"Dollymount, Seaview Point",53.36112759,-6.181849919
8220DB001283,1283,"Dublin City South, South Great George's Street",53.34180872,-6.26492823
8220DB001282,1282,"Dublin City South, South Great George's Street",53.3423418,-6.264501083
8220DB001280,1280,"Finglas, McKelvey Avenue",53.40019629,-6.303143293
8220DB001287,1287,"Kelly's Corner, Harrington Street",53.33247837,-6.266117791
8220DB001286,1286,"Kelly's Corner, Harrington Street Garda Club",53.33249965,-6.265726535
8220DB001285,1285,"Dublin City South, Grantham Street",53.33437841,-6.265124754
8220DB001284,1284,"Dublin City South, Redmond's Hill",53.33812835,-6.265873557
8220DB001289,1289,"Leonard's Corner, South Circular Road (Longwood Ave)",53.33212936,-6.273038833
8220DB001288,1288,"Dublin City South, South Circular Road (Victoria St)",53.33232275,-6.269637622
8220DB001996,1996,"James's Gate, James Street",53.34356007,-6.288481954
8230DB003370,3370,"Adamstown (Dublin), Finnstown Abbey Estate",53.34447042,-6.447692905
8230DB003397,3397,"Newcastle (South Dublin), Orchard Grove Estate",53.29963646,-6.496624339
8230DB004008,4008,"Saggart, Pine Cottages",53.2368,-6.454318391
8220DB002634,2634,"Warrenmount, Lower Clanbrassil Street",53.33289127,-6.275380456
8230DB001960,1960,"Fox & Geese, The Red Cow Hotel",53.32017138,-6.361979588
8220DB004380,4380,"Dublin, Talbot Street (opp Bank of Ireland)",53.35104285,-6.253452188
8220DB000400,400,"Trinity College, Shaw Street",53.34475116,-6.252838258
8220DB004382,4382,"Donnycarney, Donnycarney Church",53.37496447,-6.219677694
8220DB000406,406,"Trinity College, Northern Ireland Tourist Board",53.34261644,-6.256214638
8220DB000407,407,Custom House Quay,53.34837959,-6.253876506
8220DB000404,404,"Trinity College, Nassau St. (Opp. Frederick St)",53.34271833,-6.256420742
8240DB004986,4986,"Tyrrelstown, Curragh Hall Gate",53.41520327,-6.385243058
8240DB004989,4989,"Mulhuddart, I.B.M Industries",53.41910966,-6.417893831
8220DB004388,4388,"Priorswood, Glin Road",53.39873112,-6.206008076
8220DB000408,408,Merrion Square North,53.34097078,-6.25001924
8220DB000409,409,"Merrion Square, Holles Street",53.34013673,-6.247695596
8230DB004564,4564,"Rathcoole, Rathlawns (Green Lane)",53.27802441,-6.479208396
8220DB004413,4413,Outside Heuston Train Station,53.34616439,-6.292718367
8220DB002778,2778,"Bluebell (Dublin City), Drimnagh Castle School",53.32402445,-6.3319432
8220DB004415,4415,Outside Connolly Station,53.35053898,-6.250348321
8220DB001913,1913,"Cabra East, Cabra Drive",53.35880633,-6.291792325
8220DB001911,1911,"Arbour Hill, Prussia Street",53.35663451,-6.288258519
8220DB001914,1914,"Cabra East, Old Cabra Road",53.36021576,-6.294816027
8250DB002023,2023,"Kill of The Grange, Abbey Road",53.28129182,-6.158290931
8230DB007440,7440,"Edmondstown, Edmonstown An Post",53.27613023,-6.297205521
8220DB000398,398,"Pearse Station, Pearse Street",53.34329494,-6.245478447
8220DB000399,399,"Pearse Station, Pearse Street",53.34386462,-6.2481585
8250DB002849,2849,"Ballinteer, Broadford Lawn",53.27743621,-6.255120467
8250DB002026,2026,"Kill of The Grange, Monkstown Avenue (Stradbrook Road)",53.28664406,-6.159725633
8250DB002025,2025,"Kill of The Grange, Abbey Park",53.28490383,-6.16053536
8230DB007441,7441,"Rockbrook, Edmonstown Road (Merry Ploughboy)",53.2643731,-6.297163038
8220DB000392,392,"Ringsend, Saint Patrick's Church",53.34173363,-6.227415321
8220DB000393,393,"Sandymount, Cranfield Place",53.33690389,-6.222374797
8220DB000390,390,"Sandymount, Tritonville Road",53.33770222,-6.222266506
8220DB000391,391,"Ringsend, Irishtown Road",53.33999222,-6.223943347
8220DB000396,396,"Grand Canal Dock, Pearse Street",53.34246159,-6.239550256
8220DB000397,397,"Grand Canal Dock, Saint Andrew's Resource Centre",53.34278556,-6.242015007
8240DB004745,4745,"The Mayne, Damastown Drive",53.42046909,-6.419423162
8220DB000395,395,"Ringsend, Ringsend Road",53.34194005,-6.235276454
8220DB003000,3000,"Rathgar, Rostrevor Terrace",53.30786197,-6.270597054
8230DB007443,7443,"Ballyboden, Templeroan Lodge",53.28146417,-6.306951536
8240DB003740,3740,"Donabate, Martin's Lane",53.49284171,-6.129013841
8240DB005165,5165,"Donabate, Willowbrook Estate",53.49137684,-6.139387254
8220DB000345,345,"Trinity College, Garda Station",53.34547582,-6.256293194
8220DB000248,248,"Artane, Maryfield Drive",53.38556456,-6.214469631
8220DB000249,249,"Artane, Beaumont Recreational Centre",53.38493355,-6.216149745
8230DB007446,7446,"Knocklyon, Ballyboden Way",53.2811782,-6.30706782
8220DB000242,242,"Beaumont, Coolgreena Road",53.3856549,-6.232010428
8220DB000243,243,"Beaumont, Beaumont Road",53.38578006,-6.229539675
8220DB000244,244,"Beaumont, Elmount Rise",53.38499821,-6.223498516
8220DB000245,245,"Beaumont, Whitethorn Crescent",53.38447224,-6.219566606
8220DB000246,246,"Artane, Beaumont Recreational Centre",53.38515048,-6.216230877
8220DB000247,247,"Artane, Maryfield Drive",53.38697616,-6.214500756
8220DB005060,5060,"Kilmore, Dundaniel Road (Oscar Traynor Road)",53.39716701,-6.224029241
8220DB001620,1620,"Whitehall, Swords Road",53.38326352,-6.244150984
8220DB000088,88,"Whitehall (Dublin City), Walnut Rise",53.37728726,-6.257699229
8220DB000086,86,"Whitehall (Dublin City), Garda Station",53.37605022,-6.251166391
8220DB000087,87,"Whitehall (Dublin City), Sherkin Gardens",53.37675173,-6.25488029
8220DB000084,84,"Phibsborough, North Circular Road (Leo Street)",53.36016256,-6.263701781
8220DB000085,85,"Drumcondra (Dublin), Homefarm Road",53.37366152,-6.25192557
8220DB000082,82,"Phibsborough, Royal Canal Bank",53.3607978,-6.27154908
8220DB000083,83,"Phibsborough, North Circular Road (Mater Hospital)",53.36027925,-6.265545096
8220DB000080,80,"Phibsborough, Cabra Road (North Circular Road)",53.36086296,-6.276053962
8220DB000081,81,"Phibsborough, North Circular Road (Phibsborough Road)",53.36087575,-6.271966627
8230DB004799,4799,"Palmerstown, Ballyfermot Road",53.34519374,-6.379073722
8230DB004798,4798,"Palmerstown, Coldcut Road",53.34561428,-6.380920182
8250DB003310,3310,"Kiltiernan, Church Of Ireland School",53.24254382,-6.19892822
8220DB000023,23,"Drumcondra (Dublin), Ferguson Road",53.37422828,-6.256261004
8250DB003317,3317,"Sandyford, Leopardstown Roundabout",53.27389417,-6.200654282
8250DB004475,4475,"Mount Merrion, Dale Drive",53.28906431,-6.212466772
8250DB003318,3318,"Galloping Green, Brewery Road (Galloping Green)",53.2797765,-6.197347811
8230DB004795,4795,"Palmerston, Liffey Valley Shopping Centre",53.35241802,-6.395548956
8230DB004797,4797,"Clondalkin, Lucan Newlands Road",53.33706516,-6.405495594
8230DB004796,4796,"Ronanstown, Glenfield Estate",53.34736324,-6.406012492
8220DB007154,7154,"Walkinstown, Kilnamanagh Court",53.32088002,-6.333972233
8230DB002585,2585,"Saggart, Verschoyles Hill",53.26462454,-6.442401613
8220DB001120,1120,"Terenure, Garda Station",53.31019811,-6.287986059
8220DB004962,4962,Mountjoy Square Nth,53.35699393,-6.258437086
8220DB004399,4399,"Drimnagh, Galtymore Road (Galtymore Pk)",53.33252678,-6.32102588
8220DB002702,2702,"Ballyfermot, Kylemore Road (Landen Road)",53.3381033,-6.347702124
8220DB001908,1908,"Cabra East, Cabra Drive",53.3586908,-6.291256073
8240DB007136,7136,"Rowlestown, Rolestown Cottages",53.48743926,-6.296000464
8220DB001909,1909,"Arbour Hill, Prussia Street",53.35696026,-6.288410723
8230DB000100,100,Wellington Lane (Wellington Green,53.3030739,-6.322376751
8220DB000886,886,"Ranelagh, Sandford Road",53.3225974,-6.248684633
8220DB000887,887,"Ranelagh, Ranelagh",53.32420775,-6.252461807
8220DB000668,668,"Marino, East South B. Sub Station",53.36457498,-6.229397317
8250DB003557,3557,"Ballybrack, The Sycamores",53.24939627,-6.123409549
8220DB000882,882,"Milltown (Dublin City), Clonskeagh Hospital",53.31670466,-6.239154676
8220DB000883,883,"Clonskeagh, Clonskea Road (Milltown Road)",53.31768516,-6.241035583
8250DB003552,3552,"Shankill, Rathsallagh Estate",53.23720289,-6.123089085
8220DB000881,881,"Milltown (Dublin City), Beech Hill Estate",53.31456357,-6.238417332
8220DB004563,4563,"Clare Hall, Malahide Road (N32)",53.40166897,-6.180978835
8220DB000666,666,"Clontarf, Mount Temple School",53.37023312,-6.224263348
8220DB000667,667,"Marino, Malahide Road (Griffith Avenue)",53.36798165,-6.226986847
8220DB000664,664,"Donnycarney, Donnycarney Church",53.37471925,-6.219507562
8220DB000665,665,"Donnycarney, Malahide Road Clontarf Golf Club",53.37246632,-6.222126461
8260DB006164,6164,"Leixlip, Easton Road (Accomodation Road)",53.36511317,-6.507392624
8220DB001511,1511,"Finglas South, Finglas Road (Opp Old Finglas Road)",53.37823452,-6.287752985
8240DB001858,1858,"Blanchardstown, Inglewood Estate",53.39088162,-6.41065651
8240DB001859,1859,"Blanchardstown, Willow Wood Estate",53.3910278,-6.415567635
8220DB002709,2709,"Ballyfermot, Longmeadows Park",53.34299278,-6.333485665
8240DB001850,1850,"Blanchardstown, Whitestown Estate",53.39774762,-6.399167421
8240DB001851,1851,"Blanchardstown, Castleknock Road (Navan Road)",53.38462822,-6.372133934
8240DB001852,1852,"Blanchardstown, Clonsilla Park",53.38740632,-6.383438876
8230DB002538,2538,"Tallaght, Old Bawn Road (Seskin View Road)",53.28153457,-6.358913627
8240DB001854,1854,"Blanchardstown, Coolmine Road",53.38358448,-6.391941924
8230DB004009,4009,"Saggart, Blessington Road",53.23162036,-6.457590741
8240DB003699,3699,Stockhole Lane,53.43509142,-6.227911679
8230DB004559,4559,"Newcastle (South Dublin), Peamount Road (Newcastle Golf Centre)",53.31753595,-6.471529975
8220DB006142,6142,Long Mile Road,53.32373253,-6.343243512
8350DB002963,2963,"Bray, Killarney Heights",53.19453561,-6.127153924
8220DB004408,4408,"Phoenix Park, Chesterfield Avenue",53.34833336,-6.30110331
8230DB004001,4001,"Lucan, Liffey Valley Golf Course",53.35918958,-6.473239739
8240DB003691,3691,Dublin Road (Malahide Road),53.45597709,-6.221696165
8240DB003692,3692,"Swords, Dublin Road",53.4534471,-6.22381964
8230DB004550,4550,"Clondalkin, Watery Lane (Riversdale Estate)",53.32491658,-6.390336008
8240DB003694,3694,"Airside, Veterinary Hospital",53.44899635,-6.226730563
8230DB004004,4004,"Saggart, the Pines",53.2500384,-6.454245822
8240DB003696,3696,Dublin Road (near junction Boroimhe),53.44318191,-6.227996447
8240DB003697,3697,"Drinan, Equestrian Centre",53.44062352,-6.227606168
8220DB002714,2714,"Ballyfermot, Markievicz Park",53.34190511,-6.341863214
8220DB002715,2715,"Chapelizod, Ballyfermot Road",53.34255171,-6.338594133
8220DB002716,2716,"Ballyfermot, Longmeadows Park",53.34284063,-6.332245056
8220DB002717,2717,"East Wall, Strangford Garden",53.35724331,-6.237468647
8220DB002710,2710,"Chapelizod, Ballyfermot Road",53.34211509,-6.339512208
8220DB002711,2711,"Ballyfermot, Markievicz Park",53.34178353,-6.341522513
8220DB002712,2712,"Ballyfermot, Ballyfermot Road",53.34245985,-6.34556626
8220DB002713,2713,"Ballyfermot, Ballyfermot Road",53.34248065,-6.347067298
8230DB002129,2129,"Ronanstown, Moorefield Drive",53.33572837,-6.400304898
8220DB002718,2718,"Islandbridge, Sarsfield Road",53.34228226,-6.327671217
8220DB002719,2719,"Inchicore, Sarsfield Road",53.34164577,-6.320111939
8240DB003702,3702,"Rathingle, River Valley Lawn",53.45197235,-6.232253063
8250DB002033,2033,"Dun Laoghaire, Knapton Court",53.29147824,-6.143391774
8260DB007087,7087,"Celbridge, Priory Square",53.33823598,-6.557510658
8250DB002035,2035,"Dun Laoghaire, Crofton House",53.29577235,-6.142665422
8220DB002398,2398,"Terenure, Fortfield Estate",53.30534396,-6.299884582
8250DB002036,2036,"Dun Laoghaire, Crofton Avenue",53.29579273,-6.13820879
8220DB000031,31,"Wadelai, Maolbuille Road",53.38603323,-6.268858077
8220DB002390,2390,"Harolds Cross, Mount Argus Park",53.32152863,-6.283989835
8220DB002391,2391,"Kimmage, Mount Argus Church",53.32019751,-6.286429956
8220DB002392,2392,"Kimmage, Kimmage Grove",53.31889135,-6.291240548
8220DB002393,2393,"Kimmage, Lower Kimmage Road (Aideen Avenue)",53.31520361,-6.295455305
8220DB002394,2394,"Terenure, Poddle Park",53.31325906,-6.297754017
8220DB002395,2395,"Kimmage, Fortfield Road",53.31173558,-6.300591072
8220DB002396,2396,Wainsfort Estate,53.30881907,-6.302177579
8220DB002397,2397,"Terenure, College Drive",53.30658916,-6.300855508
8240DB003704,3704,"Rathingle, Cherry Garth Estate",53.4532573,-6.23953282
8220DB002001,2001,"Dublin City South, Saint Audeon's Church",53.34331047,-6.273653305
8220DB002002,2002,"Dublin City South, Lord Edward Street",53.34377081,-6.26944439
8220DB002003,2003,"Dublin City South, Lord Edward Street",53.34404127,-6.268261942
8220DB006030,6030,"Parkwest, Park West Avenue",53.33266792,-6.375359563
8240DB000558,558,"Howth, Old Courthouse",53.38841925,-6.070434327
8260DB007088,7088,"Celbridge, Clane Road",53.34369802,-6.550628061
